provider_name;provider_product_id;product;additional_cover;combine_of_additionals;own_risk;breed;breed_connection;weight;gender;0;1;2;3;4;5;6;7;8;9;10;11;12;13
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chow-chow;ja;;reu;20.34;20.34;18.92;19.24;20.22;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chow-chow;ja;;teef;19.35;19.35;18.03;18.33;19.24;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chow-chow;ja;;reu;18.21;18.21;17.01;17.28;18.11;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chow-chow;ja;;teef;17.38;17.38;16.25;16.50;17.28;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chow-chow;ja;;reu;16.52;16.52;15.48;15.72;16.43;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chow-chow;ja;;teef;15.79;15.79;14.83;15.04;15.71;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chihuahua;ja;;reu;14.83;14.83;13.96;14.16;14.76;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chihuahua;ja;;teef;14.23;14.23;13.42;13.60;14.16;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chihuahua;ja;;reu;13.53;13.53;12.80;12.96;13.47;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chihuahua;ja;;teef;13.02;13.02;12.33;12.49;12.96;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chihuahua;ja;;reu;12.50;12.50;11.86;12.00;12.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chihuahua;ja;;teef;12.05;12.05;11.46;11.59;12.00;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chinese naakthond;ja;;reu;17.19;17.19;16.09;16.34;17.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chinese naakthond;ja;;teef;16.42;16.42;15.39;15.62;16.34;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chinese naakthond;ja;;reu;15.54;15.54;14.60;14.81;15.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chinese naakthond;ja;;teef;14.88;14.88;14.01;14.21;14.81;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chinese naakthond;ja;;reu;14.22;14.22;13.41;13.59;14.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chinese naakthond;ja;;teef;13.65;13.65;12.91;13.07;13.59;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chesapeake bay retriever;ja;;reu;19.55;19.55;18.21;18.51;19.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Chesapeake bay retriever;ja;;teef;18.61;18.61;17.38;17.65;18.51;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chesapeake bay retriever;ja;;reu;17.55;17.55;16.41;16.66;17.45;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Chesapeake bay retriever;ja;;teef;16.75;16.75;15.69;15.92;16.66;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chesapeake bay retriever;ja;;reu;15.94;15.94;14.97;15.19;15.86;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Chesapeake bay retriever;ja;;teef;15.26;15.26;14.35;14.56;15.19;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Cirneco dell'etna;ja;;reu;15.62;15.62;14.68;14.88;15.54;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Cirneco dell'etna;ja;;teef;14.96;14.96;14.07;14.28;14.88;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Cirneco dell'etna;ja;;reu;14.21;14.21;13.39;13.58;14.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Cirneco dell'etna;ja;;teef;13.64;13.64;12.89;13.06;13.58;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Cirneco dell'etna;ja;;reu;13.07;13.07;12.38;12.54;13.01;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Cirneco dell'etna;ja;;teef;12.58;12.58;11.94;12.09;12.54;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Clumber spaniel;ja;;reu;21.91;21.91;20.34;20.69;21.78;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Clumber spaniel;ja;;teef;20.81;20.81;19.35;19.67;20.69;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Clumber spaniel;ja;;reu;19.55;19.55;18.21;18.51;19.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Clumber spaniel;ja;;teef;18.61;18.61;17.38;17.65;18.51;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Clumber spaniel;ja;;reu;17.67;17.67;16.52;16.77;17.57;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Clumber spaniel;ja;;teef;16.86;16.86;15.79;16.03;16.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Cocker spaniel;ja;;reu;17.98;17.98;16.79;17.06;17.88;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Cocker spaniel;ja;;teef;17.15;17.15;16.06;16.30;17.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Cocker spaniel;ja;;reu;16.20;16.20;15.20;15.43;16.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Cocker spaniel;ja;;teef;15.50;15.50;14.57;14.79;15.43;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Cocker spaniel;ja;;reu;14.79;14.79;13.93;14.12;14.71;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Cocker spaniel;ja;;teef;14.19;14.19;13.38;13.56;14.12;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Coton de tulear;ja;;reu;17.19;17.19;16.09;16.34;17.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Coton de tulear;ja;;teef;16.42;16.42;15.39;15.62;16.34;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Coton de tulear;ja;;reu;15.54;15.54;14.60;14.81;15.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Coton de tulear;ja;;teef;14.88;14.88;14.01;14.21;14.81;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Coton de tulear;ja;;reu;14.22;14.22;13.41;13.59;14.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Coton de tulear;ja;;teef;13.65;13.65;12.91;13.07;13.59;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Curly coated retriever;ja;;reu;21.91;21.91;20.34;20.69;21.78;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Curly coated retriever;ja;;teef;20.81;20.81;19.35;19.67;20.69;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Curly coated retriever;ja;;reu;19.55;19.55;18.21;18.51;19.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Curly coated retriever;ja;;teef;18.61;18.61;17.38;17.65;18.51;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Curly coated retriever;ja;;reu;17.67;17.67;16.52;16.77;17.57;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Curly coated retriever;ja;;teef;16.86;16.86;15.79;16.03;16.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dalmatische hond;ja;;reu;22.70;22.70;21.04;21.42;22.55;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dalmatische hond;ja;;teef;21.54;21.54;20.00;20.35;21.42;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dalmatische hond;ja;;reu;20.22;20.22;18.82;19.13;20.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dalmatische hond;ja;;teef;19.24;19.24;17.93;18.22;19.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dalmatische hond;ja;;reu;18.23;18.23;17.04;17.30;18.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dalmatische hond;ja;;teef;17.39;17.39;16.27;16.53;17.30;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dandie dinmont terrier;ja;;reu;17.19;17.19;16.09;16.34;17.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dandie dinmont terrier;ja;;teef;16.42;16.42;15.39;15.62;16.34;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dandie dinmont terrier;ja;;reu;15.54;15.54;14.60;14.81;15.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dandie dinmont terrier;ja;;teef;14.88;14.88;14.01;14.21;14.81;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dandie dinmont terrier;ja;;reu;14.22;14.22;13.41;13.59;14.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dandie dinmont terrier;ja;;teef;13.65;13.65;12.91;13.07;13.59;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Deense Dog;ja;;reu;58.10;58.10;52.91;54.07;57.67;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Deense Dog;ja;;teef;54.46;54.46;49.85;50.72;54.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Deense Dog;ja;;reu;50.31;50.31;45.90;46.89;49.95;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Deense Dog;ja;;teef;47.23;47.23;43.11;44.04;46.89;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Deense Dog;ja;;reu;44.08;44.08;40.29;41.14;43.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Deense Dog;ja;;teef;41.43;41.43;37.91;38.70;41.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Deerhound;ja;;reu;44.72;44.72;40.87;41.75;44.41;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Deerhound;ja;;teef;42.02;42.02;38.44;39.25;41.73;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Deerhound;ja;;reu;38.94;38.94;35.67;36.41;38.67;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Deerhound;ja;;teef;36.65;36.65;33.60;34.29;36.40;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Deerhound;ja;;reu;34.32;34.32;31.51;32.14;34.09;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Deerhound;ja;;teef;32.34;32.34;29.73;30.32;32.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dobermann;ja;;reu;38.43;38.43;35.21;35.94;38.16;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dobermann;ja;;teef;36.18;36.18;33.18;33.84;35.92;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dobermann;ja;;reu;33.59;33.59;30.86;31.47;33.36;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dobermann;ja;;teef;31.68;31.68;29.12;29.69;31.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dobermann;ja;;reu;29.72;29.72;27.37;27.90;29.52;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dobermann;ja;;teef;28.07;28.07;25.88;26.38;27.89;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dogo-Canario;ja;;reu;58.10;58.10;52.91;54.07;57.67;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dogo-Canario;ja;;teef;54.46;54.46;49.63;50.72;54.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dogo-Canario;ja;;reu;50.31;50.31;45.90;46.89;49.95;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dogo-Canario;ja;;teef;47.23;47.23;43.11;44.04;46.89;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dogo-Canario;ja;;reu;44.08;44.08;40.29;41.14;43.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dogo-Canario;ja;;teef;41.43;41.43;37.91;38.70;41.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Drentse patrijshond;ja;;reu;21.51;21.51;19.98;20.33;21.39;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Drentse patrijshond;ja;;teef;20.44;20.44;19.02;19.34;20.33;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Drentse patrijshond;ja;;reu;19.21;19.21;17.91;18.21;19.11;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Drentse patrijshond;ja;;teef;18.31;18.31;17.09;17.36;18.20;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Drentse patrijshond;ja;;reu;17.38;17.38;16.25;16.50;17.28;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Drentse patrijshond;ja;;teef;16.59;16.59;15.55;15.78;16.50;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse brak;ja;;reu;21.91;21.91;20.34;20.69;21.78;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse brak;ja;;teef;20.81;20.81;19.35;19.67;20.69;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse brak;ja;;reu;19.55;19.55;18.21;18.51;19.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse brak;ja;;teef;18.61;18.61;17.38;17.65;18.51;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse brak;ja;;reu;17.67;17.67;16.52;16.77;17.57;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse brak;ja;;teef;16.86;16.86;15.79;16.03;16.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse dog;ja;;reu;58.10;58.10;52.91;54.07;57.67;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse dog;ja;;teef;54.46;54.46;49.63;50.72;54.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse dog;ja;;reu;50.31;50.31;45.90;46.89;49.95;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse dog;ja;;teef;47.23;47.23;43.11;44.04;46.89;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse dog;ja;;reu;44.08;44.08;40.29;41.14;43.77;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse dog;ja;;teef;41.43;41.43;37.91;38.70;41.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse herder;ja;;reu;27.42;27.42;25.29;25.77;27.24;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse herder;ja;;teef;25.93;25.93;23.96;24.41;25.76;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse herder;ja;;reu;24.24;24.24;22.42;22.83;24.08;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse herder;ja;;teef;22.97;22.97;21.28;21.67;22.83;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse herder;ja;;reu;21.68;21.68;20.13;20.49;21.55;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse herder;ja;;teef;20.59;20.59;19.15;19.48;20.47;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse staande hond;ja;;reu;26.63;26.63;24.59;25.05;26.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse staande hond;ja;;teef;25.20;25.20;23.29;23.73;25.03;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse staande hond;ja;;reu;23.56;23.56;21.83;22.22;23.41;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse staande hond;ja;;teef;22.35;22.35;20.73;21.09;22.22;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse staande hond;ja;;reu;21.10;21.10;19.61;19.95;20.98;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse staande hond;ja;;teef;20.06;20.06;18.67;18.98;19.95;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse jachthond;ja;;reu;17.19;17.19;16.09;16.34;17.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse jachthond;ja;;teef;16.42;16.42;15.39;15.62;16.34;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse jachthond;ja;;reu;15.54;15.54;14.60;14.81;15.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse jachthond;ja;;teef;14.88;14.88;14.01;14.21;14.81;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse jachthond;ja;;reu;14.22;14.22;13.41;13.59;14.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse jachthond;ja;;teef;13.65;13.65;12.91;13.07;13.59;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse pinscher;ja;;reu;19.55;19.55;18.21;18.51;19.44;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Duitse pinscher;ja;;teef;18.61;18.61;17.38;17.65;18.51;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse pinscher;ja;;reu;17.55;17.55;16.41;16.66;17.45;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Duitse pinscher;ja;;teef;16.75;16.75;15.69;15.92;16.66;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse pinscher;ja;;reu;15.94;15.94;14.97;15.19;15.86;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Duitse pinscher;ja;;teef;15.26;15.26;14.35;14.56;15.19;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergkees;ja;;reu;15.62;15.62;14.68;14.88;15.54;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergkees;ja;;teef;14.96;14.96;14.07;14.28;14.88;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergkees;ja;;reu;14.21;14.21;13.39;13.58;14.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergkees;ja;;teef;13.64;13.64;12.89;13.06;13.58;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergkees;ja;;reu;13.07;13.07;12.38;12.54;13.01;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergkees;ja;;teef;12.58;12.58;11.94;12.09;12.54;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergpinscher;ja;;reu;17.98;17.98;16.79;17.06;17.88;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergpinscher;ja;;teef;17.15;17.15;16.06;16.30;17.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergpinscher;ja;;reu;16.20;16.20;15.20;15.43;16.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergpinscher;ja;;teef;15.50;15.50;14.57;14.79;15.43;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergpinscher;ja;;reu;14.79;14.79;13.93;14.12;14.71;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergpinscher;ja;;teef;14.19;14.19;13.38;13.56;14.12;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergpoedel;ja;;reu;17.19;17.19;16.09;16.34;17.10;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergpoedel;ja;;teef;16.42;16.42;15.39;15.62;16.34;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergpoedel;ja;;reu;15.54;15.54;14.60;14.81;15.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergpoedel;ja;;teef;14.88;14.88;14.01;14.21;14.81;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergpoedel;ja;;reu;14.22;14.22;13.41;13.59;14.14;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergpoedel;ja;;teef;13.65;13.65;12.91;13.07;13.59;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergschnauzer;ja;;reu;17.98;17.98;16.79;17.06;17.88;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Dwergschnauzer;ja;;teef;17.15;17.15;16.06;16.30;17.06;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergschnauzer;ja;;reu;16.20;16.20;15.20;15.43;16.13;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Dwergschnauzer;ja;;teef;15.50;15.50;14.57;14.79;15.43;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergschnauzer;ja;;reu;14.79;14.79;13.93;14.12;14.71;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Dwergschnauzer;ja;;teef;14.19;14.19;13.38;13.56;14.12;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Engelse bulldog;ja;;reu;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Engelse bulldog;ja;;teef;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Engelse bulldog;ja;;reu;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Engelse bulldog;ja;;teef;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Engelse bulldog;ja;;reu;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;200;Engelse bulldog;ja;;teef;;;;;;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;;;;Engelse bulldog;ja;;reu;40.62;41.13;41.85;42.80;43.86;44.96;45.93;46.66;51.70;57.27;63.17;69.09;74.42;74.42
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;;;;Engelse bulldog;ja;;teef;40.76;41.26;41.99;42.92;43.97;45.05;46.00;46.74;51.81;57.41;63.38;69.42;74.87;74.87
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;Aanvullende dekking;;;Engelse bulldog;ja;;reu;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;Aanvullende dekking;;;Engelse bulldog;ja;;teef;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37;7.37
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;Vaccinatie + Crematie dekking;;;Engelse bulldog;ja;;reu;9.93;10.19;10.45;10.79;11.23;11.76;12.43;13.29;14.44;16.04;18.38;21.97;26.73;26.73
Proteq;Proteq - Kruising;Proteq Dier en Zorg Comfort;Vaccinatie + Crematie dekking;;;Engelse bulldog;ja;;teef;9.81;10.06;10.32;10.64;11.06;11.58;12.22;13.08;14.25;15.84;18.19;21.45;26.78;26.78
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Engelse setter;ja;;reu;26.63;26.63;24.59;25.05;26.46;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;100;Engelse setter;ja;;teef;25.20;25.20;23.29;23.73;25.03;;;;;;;;;
Proteq;Proteq - Kruising;Proteq Dier en Zorg Bewust;;;150;Engelse setter;ja;;reu;23.56;23.56;21.83;22.22;23.41;;;;;;;;;
